distancia,tipo_envio,restriccion,antiguedad_dias,prioridad
78.34,express,ninguna,4.0,alta
10.77,normal,valioso,3.85,media
31.79,express,valioso,4.82,alta
43.14,normal,valioso,4.21,media
88.61,normal,ninguna,8.28,alta
3.22,express,ninguna,3.83,alta
4.51,normal,ninguna,4.86,media
38.1,normal,ninguna,0.19,baja
26.11,normal,ninguna,2.52,media
75.47,express,ninguna,4.36,alta
2.44,normal,ninguna,4.31,media
2.41,normal,ninguna,4.46,media
48.96,express,valioso,4.17,alta
2.95,express,ninguna,3.51,alta
23.06,express,valioso,3.65,alta
3.91,express,ninguna,3.52,alta
78.57,express,valioso,4.04,alta
62.54,express,ninguna,4.67,alta
56.89,express,valioso,4.76,alta
2.42,normal,ninguna,4.21,media
9.71,express,ninguna,4.74,alta
71.32,express,ninguna,3.35,alta
71.13,express,ninguna,3.66,alta
78.2,express,valioso,3.59,alta
63.92,express,valioso,4.55,alta
25.68,normal,ninguna,5.91,alta
79.1,express,ninguna,4.37,alta
88.81,normal,ninguna,12.83,alta
79.16,express,ninguna,3.95,alta
78.16,normal,ninguna,2.51,media
29.08,normal,ninguna,0.89,baja
2.74,normal,ninguna,4.03,media
65.95,normal,ninguna,0.73,media
28.97,normal,ninguna,1.74,baja
28.99,express,valioso,3.89,alta
61.19,express,ninguna,3.71,alta
1.67,normal,ninguna,3.66,media
58.0,express,ninguna,4.6,alta
37.63,normal,ninguna,13.94,alta
97.19,normal,ninguna,1.35,media
3.14,normal,ninguna,3.13,media
39.05,normal,ninguna,0.82,baja
50.81,normal,ninguna,2.77,media
2.84,express,ninguna,3.64,alta
39.26,express,ninguna,13.66,alta
17.42,normal,ninguna,0.38,baja
76.11,express,ninguna,4.8,alta
9.31,express,ninguna,4.14,alta
76.46,express,ninguna,3.52,alta
14.52,express,ninguna,4.86,alta
9.8,express,ninguna,3.24,alta
93.95,normal,ninguna,6.62,alta
4.76,express,ninguna,3.41,alta
26.94,express,ninguna,12.91,alta
73.63,express,ninguna,3.84,alta
4.63,normal,ninguna,3.68,media
13.96,normal,valioso,3.61,media
44.26,normal,ninguna,1.14,baja
93.38,express,ninguna,4.2,alta
46.27,express,valioso,4.05,alta
2.55,normal,ninguna,4.31,media
73.92,normal,ninguna,1.62,media
63.07,normal,valioso,3.82,media
3.08,normal,ninguna,4.62,media
99.1,express,ninguna,11.93,alta
39.73,normal,valioso,3.13,media
65.92,normal,ninguna,0.28,media
56.82,express,ninguna,3.93,alta
2.44,express,ninguna,3.95,alta
19.81,normal,ninguna,1.19,baja
4.37,normal,ninguna,3.89,media
93.49,express,ninguna,4.21,alta
14.04,express,ninguna,3.81,alta
72.47,normal,ninguna,0.27,media
58.99,express,ninguna,4.53,alta
1.88,normal,ninguna,3.42,media
76.88,express,ninguna,4.71,alta
55.93,normal,ninguna,1.74,media
27.41,express,valioso,4.05,alta
3.43,normal,ninguna,4.49,media
48.95,normal,ninguna,14.62,alta
83.05,normal,ninguna,0.23,media
4.41,normal,ninguna,4.39,media
90.56,normal,ninguna,1.77,media
22.12,normal,valioso,3.64,media
3.28,express,ninguna,4.78,alta
2.23,normal,ninguna,3.89,media
91.12,normal,ninguna,0.57,media
75.0,express,ninguna,14.9,alta
40.78,normal,ninguna,0.23,baja
46.4,express,ninguna,15.0,alta
60.22,express,ninguna,3.27,alta
18.49,normal,valioso,4.66,media
11.45,express,ninguna,3.74,alta
25.88,normal,ninguna,14.03,alta
5.49,express,ninguna,3.79,alta
76.44,normal,ninguna,0.24,media
88.0,normal,ninguna,1.14,media
1.57,normal,ninguna,4.29,media
58.88,normal,ninguna,8.59,alta
2.46,normal,ninguna,3.21,media
3.25,normal,ninguna,4.15,media
64.8,express,ninguna,3.54,alta
98.22,express,ninguna,3.72,alta
92.08,express,valioso,3.4,alta
88.75,express,ninguna,3.91,alta
32.89,express,valioso,4.15,alta
99.42,normal,ninguna,1.28,media
83.72,express,ninguna,4.76,alta
4.82,normal,ninguna,4.25,media
11.06,express,ninguna,4.04,alta
1.78,normal,ninguna,4.79,media
60.36,express,ninguna,14.92,alta
2.22,express,ninguna,3.52,alta
83.05,express,valioso,3.78,alta
99.6,normal,valioso,4.18,media
57.67,normal,ninguna,0.88,media
65.9,normal,ninguna,2.13,media
69.33,express,valioso,4.23,alta
1.28,normal,ninguna,7.52,alta
1.33,normal,ninguna,4.15,media
40.49,express,valioso,4.54,alta
3.7,express,valioso,4.84,alta
86.1,express,valioso,3.83,alta
2.5,normal,ninguna,3.15,media
62.7,express,ninguna,9.91,alta
47.73,normal,ninguna,0.8,baja
57.13,normal,ninguna,0.44,media
83.38,express,ninguna,14.87,alta
78.41,express,ninguna,3.82,alta
7.76,express,ninguna,4.29,alta
63.97,express,ninguna,7.58,alta
47.79,normal,ninguna,11.4,alta
36.29,express,ninguna,11.23,alta
57.79,express,ninguna,4.45,alta
65.62,normal,valioso,3.88,media
48.9,normal,ninguna,0.97,baja
24.8,normal,valioso,3.32,media
63.85,express,ninguna,12.0,alta
80.16,express,ninguna,4.86,alta
60.96,express,ninguna,3.56,alta
48.29,express,valioso,4.81,alta
97.92,normal,ninguna,1.47,media
25.86,normal,ninguna,0.74,baja
95.45,normal,ninguna,2.11,media
5.8,express,ninguna,3.92,alta
62.48,express,valioso,3.53,alta
81.07,express,ninguna,3.72,alta
43.04,normal,valioso,4.39,media
97.83,express,valioso,3.34,alta
87.37,normal,valioso,3.18,media
57.09,express,ninguna,3.13,alta
56.53,express,ninguna,12.83,alta
26.8,normal,ninguna,1.73,baja
22.55,express,valioso,4.53,alta
30.37,express,valioso,4.41,alta
5.34,express,ninguna,4.15,alta
48.34,express,valioso,3.46,alta
42.39,normal,ninguna,1.36,baja
6.43,express,ninguna,3.94,alta
4.44,normal,ninguna,4.8,media
91.47,normal,ninguna,5.97,alta
95.48,normal,ninguna,2.24,media
82.38,normal,ninguna,0.57,media
36.74,normal,valioso,3.74,media
59.23,express,ninguna,3.12,alta
63.75,express,ninguna,3.97,alta
8.41,express,ninguna,3.73,alta
16.56,normal,ninguna,1.22,baja
93.37,normal,ninguna,0.93,media
2.0,normal,ninguna,4.01,media
1.21,normal,ninguna,4.0,media
44.33,normal,valioso,3.52,media
54.36,normal,ninguna,2.61,media
1.75,normal,ninguna,3.86,media
58.53,express,ninguna,4.86,alta
20.82,normal,valioso,4.88,media
8.53,normal,ninguna,1.64,baja
80.9,normal,valioso,4.69,media
1.37,normal,ninguna,3.23,media
18.98,normal,valioso,3.48,media
4.31,normal,ninguna,4.03,media
73.76,express,valioso,3.14,alta
1.36,normal,ninguna,4.55,media
9.93,express,ninguna,4.19,alta
15.85,normal,ninguna,2.84,media
79.38,express,ninguna,10.45,alta
85.48,normal,valioso,3.79,media
3.08,normal,ninguna,4.33,media
17.85,express,ninguna,8.48,alta
62.82,normal,valioso,3.25,media
49.43,normal,ninguna,10.6,alta
4.72,normal,ninguna,3.87,media
7.66,normal,valioso,3.77,media
62.28,normal,valioso,3.21,media
50.28,express,ninguna,4.77,alta
43.1,express,valioso,3.32,alta
8.56,express,ninguna,4.65,alta
90.6,express,ninguna,11.02,alta
65.18,express,ninguna,3.28,alta
69.12,normal,ninguna,2.52,media
9.63,express,ninguna,4.67,alta
10.98,express,ninguna,3.21,alta
42.93,normal,valioso,3.41,media
72.2,express,ninguna,4.35,alta
29.77,normal,valioso,4.28,media
60.66,normal,ninguna,10.84,alta
12.8,express,ninguna,4.66,alta
82.76,normal,ninguna,11.36,alta
3.78,normal,ninguna,3.27,media
66.89,express,valioso,4.49,alta
2.44,normal,ninguna,4.24,media
8.24,express,ninguna,4.44,alta
99.12,normal,ninguna,11.85,alta
93.08,express,ninguna,4.34,alta
1.86,normal,ninguna,3.81,media
10.85,express,ninguna,3.66,alta
99.31,normal,ninguna,9.0,alta
64.23,express,valioso,3.58,alta
2.48,normal,ninguna,4.13,media
20.29,normal,valioso,3.63,media
7.83,express,ninguna,4.89,alta
45.56,normal,ninguna,0.76,baja
75.41,normal,ninguna,2.33,media
82.03,express,ninguna,3.36,alta
14.88,normal,ninguna,1.05,baja
45.7,normal,ninguna,1.17,baja
70.12,normal,ninguna,1.6,media
26.48,express,valioso,3.4,alta
8.52,express,ninguna,4.7,alta
91.22,normal,valioso,4.35,media
47.71,express,valioso,3.87,alta
69.06,normal,ninguna,1.54,media
1.24,normal,ninguna,4.09,media
12.77,express,valioso,3.24,alta
47.79,normal,ninguna,0.71,baja
12.6,express,ninguna,4.76,alta
3.62,normal,ninguna,3.73,media
10.8,express,ninguna,3.84,alta
87.12,express,ninguna,14.27,alta
54.05,express,valioso,4.03,alta
58.08,normal,ninguna,12.41,alta
83.0,express,ninguna,8.43,alta
64.03,express,valioso,3.7,alta
96.82,express,ninguna,4.75,alta
70.93,express,ninguna,3.76,alta
21.62,express,valioso,4.43,alta
3.49,normal,ninguna,3.99,media
73.05,express,ninguna,3.48,alta
2.26,normal,ninguna,4.75,media
93.8,normal,valioso,3.92,media
32.07,express,valioso,3.45,alta
3.83,normal,ninguna,4.72,media
15.05,normal,ninguna,7.88,alta
47.95,express,valioso,3.99,alta
61.48,express,ninguna,4.62,alta
4.41,normal,ninguna,3.51,media
1.06,normal,ninguna,4.05,media
30.91,normal,ninguna,2.71,media
3.23,normal,ninguna,3.94,media
52.86,express,ninguna,3.45,alta
49.08,express,ninguna,14.96,alta
91.02,normal,ninguna,2.7,media
93.81,express,ninguna,4.23,alta
79.1,express,ninguna,3.18,alta
90.59,express,ninguna,7.39,alta
11.72,normal,ninguna,12.8,alta
19.78,normal,ninguna,8.18,alta
60.27,normal,valioso,4.49,media
1.65,express,ninguna,3.47,alta
61.12,express,ninguna,9.5,alta
1.41,express,valioso,3.78,alta
30.27,express,ninguna,11.45,alta
31.53,express,valioso,3.31,alta
2.03,normal,ninguna,4.5,media
14.85,express,ninguna,3.51,alta
49.82,normal,ninguna,1.98,baja
7.62,normal,valioso,3.66,media
62.3,normal,ninguna,0.38,media
61.55,normal,ninguna,13.13,alta
94.02,normal,ninguna,2.46,media
77.87,express,ninguna,3.58,alta
53.49,express,ninguna,4.19,alta
97.66,express,ninguna,4.8,alta
85.81,express,ninguna,9.49,alta
7.05,express,ninguna,4.9,alta
23.84,express,valioso,3.12,alta
56.22,express,ninguna,3.82,alta
91.63,normal,valioso,3.86,media
56.61,express,ninguna,4.59,alta
51.28,express,ninguna,14.74,alta
60.39,express,ninguna,3.52,alta
83.01,express,valioso,3.94,alta
13.46,express,ninguna,3.35,alta
9.51,express,ninguna,3.32,alta
94.13,normal,valioso,4.68,media
99.05,express,ninguna,3.43,alta
11.91,express,ninguna,3.15,alta
55.76,express,ninguna,3.24,alta
12.43,express,ninguna,4.44,alta
2.38,express,ninguna,4.76,alta
33.84,normal,valioso,4.58,media
1.41,normal,ninguna,3.24,media
1.1,normal,ninguna,3.61,media
30.47,normal,ninguna,1.09,baja
4.41,normal,ninguna,4.12,media
12.24,normal,ninguna,0.31,baja
70.49,normal,valioso,4.83,media
2.55,express,ninguna,12.87,alta
67.01,express,ninguna,4.56,alta
11.96,express,ninguna,3.37,alta
35.92,normal,valioso,3.44,media
97.71,express,ninguna,3.85,alta
69.51,express,valioso,4.48,alta
21.07,express,valioso,3.21,alta
86.25,express,ninguna,12.54,alta
45.48,express,valioso,3.33,alta
44.81,express,valioso,3.34,alta
54.43,express,ninguna,3.71,alta
47.93,express,ninguna,11.59,alta
13.72,express,valioso,3.86,alta
14.61,normal,ninguna,6.12,alta
9.84,normal,valioso,3.89,media
3.83,normal,ninguna,4.22,media
45.82,normal,valioso,4.11,media
97.33,express,valioso,4.48,alta
1.23,normal,ninguna,4.68,media
3.45,express,ninguna,4.9,alta
72.63,normal,ninguna,13.99,alta
13.85,express,ninguna,4.46,alta
36.67,normal,valioso,4.57,media
80.07,normal,ninguna,2.89,media
73.59,normal,ninguna,1.55,media
82.47,normal,valioso,4.69,media
99.65,express,ninguna,4.9,alta
6.93,normal,ninguna,1.84,baja
77.74,normal,ninguna,0.18,media
65.66,normal,ninguna,13.55,alta
89.93,express,ninguna,3.54,alta
49.22,normal,ninguna,14.36,alta
59.35,normal,valioso,3.57,media
72.4,express,ninguna,4.53,alta
75.42,normal,ninguna,1.18,media
49.6,express,valioso,4.61,alta
2.43,express,valioso,4.4,alta
34.56,normal,ninguna,7.45,alta
5.55,normal,ninguna,10.82,alta
55.6,normal,valioso,3.79,media
13.09,normal,ninguna,13.14,alta
70.76,normal,ninguna,12.7,alta
58.47,express,valioso,4.24,alta
64.26,normal,ninguna,2.07,media
5.5,express,ninguna,3.14,alta
52.21,express,valioso,3.23,alta
4.4,normal,ninguna,4.87,media
12.88,express,ninguna,4.15,alta
4.25,normal,ninguna,3.76,media
28.64,normal,ninguna,1.32,baja
51.51,express,ninguna,7.2,alta
65.04,normal,valioso,4.3,media
1.48,normal,ninguna,4.82,media
62.32,normal,ninguna,6.5,alta
92.64,normal,ninguna,9.37,alta
59.51,normal,ninguna,12.5,alta
89.83,express,ninguna,3.42,alta
83.49,express,ninguna,3.18,alta
66.81,normal,valioso,3.83,media
23.67,normal,valioso,3.5,media
3.88,normal,ninguna,3.65,media
11.83,express,ninguna,4.37,alta
31.04,normal,valioso,4.62,media
45.15,normal,ninguna,1.06,baja
71.46,express,ninguna,7.24,alta
3.45,normal,ninguna,3.58,media
1.12,normal,ninguna,3.63,media
41.13,express,ninguna,12.0,alta
4.81,normal,ninguna,3.23,media
26.87,normal,ninguna,11.19,alta
3.63,normal,ninguna,4.41,media
6.36,express,ninguna,4.41,alta
11.39,express,ninguna,3.85,alta
75.87,express,ninguna,3.99,alta
92.03,express,valioso,4.28,alta
48.07,normal,ninguna,1.07,baja
61.56,normal,valioso,4.66,media
70.68,normal,valioso,3.4,media
75.37,express,ninguna,3.91,alta
4.05,express,ninguna,3.73,alta
91.83,normal,valioso,3.18,media
99.99,normal,valioso,4.54,media
35.1,express,valioso,3.81,alta
75.07,express,valioso,4.25,alta
11.32,express,ninguna,3.19,alta
4.52,normal,ninguna,4.86,media
72.31,express,ninguna,10.23,alta
6.09,express,ninguna,4.52,alta
4.73,normal,ninguna,4.4,media
1.96,normal,ninguna,4.3,media
44.58,normal,ninguna,2.71,media
74.19,normal,valioso,4.87,media
57.61,express,ninguna,4.51,alta
99.11,normal,valioso,4.38,media
8.61,normal,valioso,4.88,media
2.43,normal,ninguna,3.93,media
20.64,normal,ninguna,1.74,baja
21.81,normal,valioso,4.88,media
94.11,express,ninguna,4.39,alta
4.49,express,ninguna,13.55,alta
58.29,express,valioso,4.08,alta
66.64,normal,ninguna,1.59,media
96.88,normal,valioso,4.11,media
2.68,normal,ninguna,4.61,media
2.61,express,valioso,3.68,alta
16.68,normal,valioso,4.71,media
58.76,normal,ninguna,2.79,media
20.35,normal,ninguna,0.69,baja
9.95,express,ninguna,5.89,alta
8.61,normal,ninguna,1.31,baja
41.94,express,valioso,4.25,alta
80.51,normal,ninguna,7.92,alta
6.4,normal,valioso,4.01,media
26.44,normal,ninguna,2.54,media
63.08,express,ninguna,4.62,alta
11.66,normal,ninguna,2.27,baja
74.84,express,ninguna,8.79,alta
1.75,normal,ninguna,4.71,media
73.1,normal,valioso,4.31,media
13.88,express,ninguna,4.38,alta
1.86,normal,ninguna,3.55,media
56.08,normal,ninguna,8.06,alta
7.6,normal,ninguna,2.05,baja
23.43,normal,ninguna,2.66,media
81.11,express,ninguna,3.92,alta
32.95,express,valioso,4.67,alta
9.56,express,ninguna,4.78,alta
10.53,express,ninguna,4.33,alta
6.83,normal,ninguna,1.57,baja
80.65,express,ninguna,4.46,alta
41.52,normal,ninguna,10.15,alta
87.36,normal,valioso,3.58,media
39.7,express,ninguna,9.39,alta
4.42,normal,ninguna,4.24,media
1.93,express,ninguna,4.89,alta
4.71,express,ninguna,3.3,alta
3.51,normal,ninguna,3.39,media
44.32,express,valioso,3.52,alta
1.43,normal,ninguna,4.65,media
46.27,normal,ninguna,2.13,baja
50.18,express,valioso,4.0,alta
61.31,express,ninguna,4.82,alta
19.24,express,valioso,3.52,alta
22.74,express,ninguna,14.85,alta
79.81,express,ninguna,4.79,alta
77.1,express,valioso,3.58,alta
2.84,express,valioso,3.42,alta
2.76,normal,ninguna,3.87,media
77.88,normal,ninguna,1.08,media
72.14,express,ninguna,4.14,alta
80.26,normal,valioso,3.45,media
81.48,normal,ninguna,6.96,alta
63.82,express,valioso,3.95,alta
80.22,express,ninguna,3.55,alta
27.81,normal,ninguna,1.45,baja
79.62,express,valioso,3.78,alta
25.34,normal,valioso,3.91,media
96.19,express,ninguna,4.11,alta
74.4,normal,ninguna,0.5,media
50.13,express,valioso,4.38,alta
19.4,express,valioso,4.56,alta
7.84,express,valioso,3.95,alta
5.09,express,ninguna,3.61,alta
4.24,normal,ninguna,4.7,media
62.39,normal,ninguna,12.98,alta
16.64,normal,ninguna,0.61,baja
3.5,normal,ninguna,4.35,media
30.89,normal,valioso,3.2,media
75.65,express,ninguna,3.42,alta
97.38,normal,ninguna,5.29,alta
2.82,normal,ninguna,4.71,media
62.99,express,ninguna,3.77,alta
93.84,normal,ninguna,1.9,media
18.62,express,ninguna,8.17,alta
14.8,express,ninguna,4.52,alta
12.98,express,valioso,3.23,alta
98.3,express,ninguna,4.57,alta
80.18,express,ninguna,3.21,alta
80.67,normal,valioso,3.4,media
63.29,normal,valioso,4.13,media
81.96,normal,ninguna,1.7,media
10.91,express,ninguna,4.48,alta
4.29,express,ninguna,3.14,alta
90.77,express,ninguna,3.65,alta
64.24,express,ninguna,4.57,alta
47.01,normal,valioso,3.14,media
66.57,normal,valioso,3.42,media
3.26,normal,ninguna,4.7,media
87.0,express,ninguna,3.44,alta
9.53,express,ninguna,3.58,alta
9.52,express,ninguna,4.05,alta
74.11,express,ninguna,4.78,alta
50.61,express,ninguna,4.63,alta
1.82,normal,ninguna,4.6,media
23.11,normal,ninguna,13.79,alta
2.99,normal,ninguna,4.63,media
3.75,normal,ninguna,4.41,media
4.57,normal,ninguna,3.44,media
6.23,express,ninguna,3.72,alta
59.66,normal,valioso,3.84,media
76.03,normal,ninguna,2.0,media
28.23,normal,ninguna,0.39,baja
7.25,express,ninguna,3.71,alta
2.38,normal,ninguna,3.76,media
4.2,express,valioso,4.81,alta
26.03,normal,ninguna,8.09,alta
62.24,normal,valioso,3.66,media
12.99,express,ninguna,3.33,alta
99.49,express,valioso,4.47,alta
49.61,normal,ninguna,1.18,baja
71.35,express,ninguna,4.05,alta
87.79,normal,ninguna,6.0,alta
62.78,express,ninguna,4.25,alta
61.0,express,ninguna,3.55,alta
82.83,express,valioso,3.8,alta
70.97,express,ninguna,10.95,alta
19.08,normal,ninguna,11.84,alta
15.69,express,valioso,3.3,alta
29.67,normal,ninguna,9.79,alta
79.67,normal,ninguna,11.42,alta
7.2,express,ninguna,3.26,alta
84.27,normal,ninguna,0.89,media
77.04,normal,valioso,3.23,media
6.82,express,ninguna,3.44,alta
75.25,normal,valioso,4.54,media
31.87,express,valioso,3.56,alta
80.89,normal,ninguna,1.35,media
3.61,normal,ninguna,3.58,media
74.72,express,ninguna,5.87,alta
12.61,express,ninguna,4.37,alta
86.18,express,ninguna,8.69,alta
1.49,normal,ninguna,4.7,media
28.23,express,valioso,3.86,alta
90.63,express,valioso,4.76,alta
58.92,express,ninguna,4.69,alta
54.69,express,ninguna,3.18,alta
2.41,normal,ninguna,4.15,media
4.98,express,ninguna,4.37,alta
13.45,express,ninguna,4.28,alta
13.75,express,ninguna,9.54,alta
97.71,express,ninguna,3.3,alta
53.94,normal,valioso,4.49,media
95.77,express,ninguna,10.52,alta
96.21,normal,valioso,3.42,media
93.33,express,valioso,3.9,alta
1.69,express,ninguna,3.13,alta
36.54,normal,valioso,3.13,media
75.08,express,ninguna,13.26,alta
2.16,normal,ninguna,3.2,media
65.46,normal,ninguna,14.56,alta
28.0,normal,ninguna,7.65,alta
65.31,express,ninguna,14.86,alta
92.36,normal,valioso,4.8,media
4.19,normal,ninguna,3.8,media
47.27,normal,valioso,3.77,media
82.45,express,ninguna,3.21,alta
19.79,normal,ninguna,0.66,baja
67.98,express,valioso,3.89,alta
90.92,normal,ninguna,14.14,alta
84.88,normal,valioso,3.8,media
43.08,normal,valioso,3.27,media
79.22,normal,ninguna,7.24,alta
3.04,normal,ninguna,4.33,media
52.64,express,ninguna,4.83,alta
63.97,normal,ninguna,1.43,media
33.5,normal,ninguna,0.39,baja
80.79,normal,ninguna,2.73,media
95.48,normal,ninguna,12.88,alta
80.0,express,ninguna,4.42,alta
75.91,normal,ninguna,12.36,alta
7.89,express,ninguna,4.53,alta
89.91,express,ninguna,3.72,alta
3.5,express,ninguna,8.75,alta
61.49,express,valioso,3.32,alta
96.34,normal,valioso,4.57,media
81.78,express,ninguna,9.27,alta
58.65,express,ninguna,3.15,alta
32.33,express,ninguna,10.61,alta
73.95,normal,ninguna,0.56,media
5.53,express,ninguna,3.97,alta
5.93,normal,ninguna,2.41,baja
21.79,normal,ninguna,5.54,alta
3.15,normal,ninguna,3.23,media
9.12,normal,ninguna,1.6,baja
71.26,express,ninguna,4.8,alta
51.48,normal,valioso,3.98,media
48.81,express,ninguna,6.18,alta
99.99,express,ninguna,3.87,alta
32.51,express,valioso,4.37,alta
39.58,normal,valioso,4.63,media
64.27,normal,valioso,4.88,media
78.17,express,ninguna,3.62,alta
22.43,normal,ninguna,2.39,baja
13.71,express,ninguna,4.49,alta
92.48,express,valioso,4.6,alta
81.66,express,valioso,3.13,alta
2.26,normal,ninguna,3.47,media
61.17,normal,valioso,3.53,media
2.79,normal,ninguna,4.21,media
46.77,express,ninguna,9.21,alta
50.56,express,valioso,3.37,alta
65.6,express,valioso,4.1,alta
53.2,normal,valioso,3.68,media
41.25,normal,ninguna,1.4,baja
4.66,normal,ninguna,3.27,media
85.91,express,valioso,3.23,alta
1.64,express,ninguna,4.86,alta
15.99,normal,valioso,3.65,media
96.48,normal,valioso,4.76,media
68.46,express,ninguna,4.37,alta
73.13,normal,ninguna,10.14,alta
74.55,express,ninguna,3.87,alta
3.43,express,ninguna,3.5,alta
13.44,express,ninguna,4.12,alta
47.7,normal,ninguna,14.13,alta
69.22,normal,ninguna,11.59,alta
3.61,express,valioso,4.61,alta
5.62,express,ninguna,3.36,alta
62.61,express,ninguna,3.35,alta
90.33,normal,ninguna,0.24,media
75.98,normal,valioso,3.12,media
65.03,express,ninguna,4.41,alta
6.46,express,ninguna,3.59,alta
11.06,express,ninguna,6.59,alta
2.64,express,ninguna,4.82,alta
7.26,normal,valioso,3.86,media
1.75,normal,ninguna,4.74,media
98.89,express,valioso,3.35,alta
9.81,normal,ninguna,10.41,alta
4.61,normal,ninguna,4.57,media
67.09,express,valioso,4.66,alta
16.52,normal,ninguna,2.05,baja
42.9,express,ninguna,9.98,alta
65.48,normal,ninguna,2.18,media
43.33,normal,valioso,3.94,media
86.51,express,ninguna,3.48,alta
13.8,express,ninguna,8.32,alta
62.75,express,ninguna,4.3,alta
2.64,normal,ninguna,3.3,media
2.35,express,ninguna,3.85,alta
12.96,express,ninguna,4.6,alta
44.18,express,valioso,4.26,alta
1.51,normal,ninguna,3.9,media
57.55,express,ninguna,4.49,alta
5.31,express,ninguna,4.51,alta
28.3,normal,ninguna,10.8,alta
1.73,normal,ninguna,3.84,media
84.61,normal,ninguna,13.44,alta
5.63,express,valioso,4.67,alta
95.95,normal,valioso,3.94,media
8.43,express,ninguna,4.06,alta
85.05,normal,valioso,3.3,media
14.06,express,ninguna,3.85,alta
92.01,normal,ninguna,1.35,media
1.63,express,ninguna,4.33,alta
64.68,express,ninguna,4.74,alta
36.39,normal,ninguna,1.63,baja
87.39,express,valioso,3.78,alta
7.0,express,ninguna,4.73,alta
1.28,express,ninguna,4.48,alta
69.54,express,ninguna,4.61,alta
25.24,express,valioso,3.41,alta
63.36,normal,ninguna,7.36,alta
91.78,express,valioso,4.29,alta
1.51,express,ninguna,4.35,alta
9.85,express,ninguna,4.86,alta
77.52,express,valioso,4.01,alta
7.73,normal,ninguna,1.81,baja
15.16,express,valioso,3.47,alta
7.56,express,ninguna,3.48,alta
97.65,normal,valioso,4.18,media
52.15,express,ninguna,10.07,alta
1.53,express,valioso,3.62,alta
56.01,express,ninguna,11.2,alta
18.97,express,valioso,3.16,alta
9.6,express,ninguna,4.22,alta
90.2,normal,ninguna,11.35,alta
45.36,normal,ninguna,1.33,baja
76.24,normal,valioso,3.14,media
1.33,express,ninguna,3.88,alta
4.15,normal,ninguna,3.45,media
27.15,normal,ninguna,11.93,alta
88.77,express,ninguna,4.23,alta
48.17,normal,valioso,4.2,media
39.88,normal,valioso,3.43,media
45.05,express,ninguna,14.28,alta
20.36,normal,valioso,3.25,media
7.71,express,ninguna,13.82,alta
10.02,express,ninguna,4.88,alta
2.41,normal,ninguna,3.62,media
45.76,normal,ninguna,2.65,media
14.47,express,ninguna,4.07,alta
84.28,express,ninguna,4.06,alta
78.86,normal,valioso,4.68,media
81.4,normal,valioso,4.83,media
91.39,express,valioso,3.28,alta
78.59,express,valioso,3.99,alta
36.41,normal,ninguna,1.35,baja
39.22,normal,ninguna,2.68,media
3.55,normal,ninguna,4.57,media
81.19,normal,valioso,3.17,media
97.48,express,valioso,3.26,alta
3.37,normal,ninguna,3.88,media
4.08,normal,ninguna,4.28,media
4.83,normal,ninguna,4.38,media
13.8,normal,ninguna,2.89,media
52.03,normal,ninguna,2.31,media
38.25,normal,valioso,4.51,media
95.0,express,valioso,3.2,alta
77.37,normal,valioso,3.33,media
18.85,express,valioso,4.6,alta
7.79,express,ninguna,4.27,alta
94.98,express,valioso,4.42,alta
89.45,normal,valioso,3.42,media
24.02,express,valioso,4.8,alta
3.28,express,ninguna,4.32,alta
10.99,express,ninguna,4.8,alta
9.9,express,ninguna,4.02,alta
6.83,express,ninguna,4.67,alta
66.53,express,ninguna,6.54,alta
55.4,express,ninguna,4.57,alta
18.38,normal,ninguna,1.65,baja
13.18,express,ninguna,3.14,alta
40.19,normal,valioso,3.41,media
11.36,express,ninguna,3.97,alta
92.46,normal,valioso,4.06,media
94.7,express,ninguna,3.36,alta
33.22,express,ninguna,6.16,alta
70.36,express,ninguna,4.77,alta
79.38,express,valioso,3.5,alta
99.58,normal,ninguna,2.88,media
14.6,express,ninguna,4.11,alta
20.52,normal,ninguna,1.26,baja
79.78,normal,valioso,4.77,media
1.86,normal,ninguna,4.3,media
60.65,normal,valioso,4.81,media
15.71,normal,ninguna,6.13,alta
61.15,express,ninguna,4.83,alta
50.97,normal,valioso,4.63,media
77.0,express,valioso,4.41,alta
70.34,normal,ninguna,14.74,alta
57.68,normal,ninguna,8.2,alta
52.18,express,valioso,4.85,alta
20.97,normal,valioso,4.84,media
7.17,normal,ninguna,7.71,alta
95.73,express,ninguna,10.93,alta
88.05,normal,ninguna,11.78,alta
42.67,express,ninguna,14.05,alta
12.05,express,ninguna,4.64,alta
1.69,normal,ninguna,3.5,media
87.12,normal,ninguna,0.18,media
7.11,express,ninguna,3.45,alta
69.54,express,ninguna,3.37,alta
2.77,express,ninguna,4.2,alta
93.47,express,valioso,3.36,alta
85.89,express,ninguna,7.88,alta
66.16,normal,ninguna,2.81,media
54.72,express,valioso,3.22,alta
35.04,normal,ninguna,2.02,baja
16.27,normal,ninguna,11.73,alta
62.69,express,valioso,3.22,alta
79.82,express,ninguna,3.23,alta
64.4,express,valioso,3.16,alta
27.74,express,valioso,3.73,alta
74.88,express,ninguna,4.52,alta
13.82,express,ninguna,4.03,alta
5.95,express,ninguna,4.63,alta
4.67,normal,ninguna,4.34,media
29.12,normal,ninguna,1.79,baja
8.02,express,ninguna,14.58,alta
89.8,express,valioso,4.63,alta
98.43,express,valioso,3.76,alta
29.68,express,valioso,4.72,alta
